Año,Mes,Estación_Nominal,Estación_Ordinal,Periodo,Fecha,Provincia,Tipo alojamiento,Subtipo alojamiento,Viajeros,Viajeros españoles,Viajeros extranjeros,Pernoctaciones,Pernoctaciones españoles,Pernoctaciones extranjeros,Grado ocupación,Estancia media,provincia_abreviado,Estancia media españoles,Estancia media extranjeros
2005,Febrero,,Otro,Mensual,2005-02,León,Hoteles,,,,,,,,,,,,
2005,Febrero,,Otro,Mensual,2005-02,Segovia,Hoteles,,,,,,,,,,,,
2005,Febrero,,Otro,Mensual,2005-02,Segovia,Hoteles,,,,,,,,,,,,
2005,Febrero,,Otro,Mensual,2005-02,Zamora,Hoteles,,,,,,,,,,,,
2003,Septiembre,Otoño,3,Mensual,2003-09,Salamanca,Todos alojamientos,Todos,95012,71176,23836,181117,144220,36897,33.5,1.91,SA,2.03,6.05
2003,Septiembre,Otoño,3,Mensual,2003-09,Salamanca,Turismo rural,Turismo rural,2821,2719,102,6213,6056,157,12.9,2.2,SA,2.23,0.06
2003,Septiembre,Otoño,3,Mensual,2003-09,Segovia,Camping,Camping,1309,950,359,2032,1484,548,6.38,1.55,SE,0.00,0.00
2003,Septiembre,Otoño,3,Mensual,2003-09,Segovia,Todos alojamientos,Todos,54240,44826,9414,89170,77203,11967,43.16,1.64,SE,1.72,8.20
2003,Septiembre,Otoño,3,Mensual,2003-09,Segovia,Turismo rural,Turismo rural,3767,3658,109,6696,6517,179,21.12,1.78,SE,1.78,0.06
2003,Septiembre,Otoño,3,Mensual,2003-09,Soria,Camping,Camping,485,354,131,1287,945,342,1.92,2.65,SO,2.67,7.21
2003,Septiembre,Otoño,3,Mensual,2003-09,Soria,Todos alojamientos,Todos,24400,22408,1992,46136,41536,4600,22.64,1.89,SO,1.85,20.85
2003,Septiembre,Otoño,3,Mensual,2003-09,Soria,Turismo rural,Turismo rural,2629,2617,12,6548,6523,25,24.77,2.49,SO,2.49,0.54
2003,Septiembre,Otoño,3,Mensual,2003-09,Valladolid,Camping,Camping,1936,674,1262,3820,1329,2491,10.77,1.97,VA,0.00,1.05
2005,Marzo,,Otro,Mensual,2005-03,Ávila,Hoteles,,,,,,,,,,,,
2005,Marzo,,Otro,Mensual,2005-03,Burgos,Hoteles,,,,,,,,,,,,
2005,Marzo,,Otro,Mensual,2005-03,Palencia,Hoteles,,,,,,,,,,,,
2005,Marzo,,Otro,Mensual,2005-03,Salamanca,Hoteles,,,,,,,,,,,,
2005,Marzo,,Otro,Mensual,2005-03,León,Hoteles,,,,,,,,,,,,
2005,Marzo,,Otro,Mensual,2005-03,Valladolid,Hoteles,,,,,,,,,,,,
2003,Septiembre,Otoño,3,Mensual,2003-09,Valladolid,Todos alojamientos,Todos,64542,54265,10277,101092,85248,15844,40.79,1.57,VA,1.57,8.30
2003,Septiembre,Otoño,3,Mensual,2003-09,Valladolid,Turismo rural,Turismo rural,714,708,6,1422,1416,6,10.58,1.99,VA,0.00,0.24
2003,Septiembre,Otoño,3,Mensual,2003-09,Zamora,Camping,Camping,2467,2384,83,3684,3590,94,4.96,1.49,ZA,1.51,0.04
2003,Septiembre,Otoño,3,Mensual,2003-09,Zamora,Todos alojamientos,Todos,35810,31806,4004,53403,47946,5457,24.58,1.49,ZA,1.51,11.97
2003,Septiembre,Otoño,3,Mensual,2003-09,Zamora,Turismo rural,Turismo rural,1843,1693,150,4085,3810,275,16.41,2.22,ZA,2.25,0.03
2003,Octubre,Otoño,3,Mensual,2003-10,Ávila,Camping,Camping,3566,3566,0,5791,5791,0,5.02,1.62,AV,1.62,
2003,Octubre,Otoño,3,Mensual,2003-10,Ávila,Todos alojamientos,Todos,54315,46302,8013,81954,71755,10199,25.16,1.51,AV,1.55,8.95
2003,Octubre,Otoño,3,Mensual,2003-10,Ávila,Turismo rural,Turismo rural,7851,7783,68,13636,13332,304,19.16,1.74,AV,1.71,0.20
2003,Octubre,Otoño,3,Mensual,2003-10,Burgos,Camping,Camping,3828,3391,437,6448,6011,437,5.03,1.68,BU,1.77,0.01
2003,Octubre,Otoño,3,Mensual,2003-10,Burgos,Todos alojamientos,Todos,89605,67975,21630,121182,96508,24674,27.42,1.35,BU,1.42,4.46
2003,Octubre,Otoño,3,Mensual,2003-10,Burgos,Turismo rural,Turismo rural,5749,5574,175,12131,11824,307,23.67,2.11,BU,2.12,0.07
2003,Octubre,Otoño,3,Mensual,2003-10,León,Camping,Camping,1106,1058,48,2949,2349,600,4.81,2.67,LE,2.22,0.05
2005,Abril,,Otro,Mensual,2005-04,Burgos,Hoteles,,,,,,,,,,,,
2005,Abril,,Otro,Mensual,2005-04,León,Hoteles,,,,,,,,,,,,
2005,Abril,,Otro,Mensual,2005-04,Zamora,Hoteles,,,,,,,,,,,,
2005,Abril,,Otro,Mensual,2005-04,Salamanca,Hoteles,,,,,,,,,,,,
2003,Octubre,Otoño,3,Mensual,2003-10,León,Todos alojamientos,Todos,78964,61689,17275,113953,90395,23558,25.63,1.44,LE,1.47,5.23
2003,Octubre,Otoño,3,Mensual,2003-10,León,Turismo rural,Turismo rural,4868,4833,35,10484,10423,61,15.48,2.15,LE,2.16,0.30
2003,Octubre,Otoño,3,Mensual,2003-10,Palencia,Camping,Camping,105,68,37,161,96,65,0.31,1.53,PA,1.41,2.59
2003,Octubre,Otoño,3,Mensual,2003-10,Palencia,Todos alojamientos,Todos,25176,21758,3418,46444,41585,4859,23.36,1.84,PA,1.91,12.17
2003,Octubre,Otoño,3,Mensual,2003-10,Palencia,Turismo rural,Turismo rural,2939,2860,79,5260,5177,83,13.52,1.79,PA,1.81,0.07
2003,Octubre,Otoño,3,Mensual,2003-10,Salamanca,Camping,Camping,486,106,380,537,119,418,0.52,1.1,SA,1.12,0.31
2003,Octubre,Otoño,3,Mensual,2003-10,Salamanca,Todos alojamientos,Todos,76756,57485,19271,159520,125601,33919,33.48,2.08,SA,2.18,6.52
2003,Octubre,Otoño,3,Mensual,2003-10,Salamanca,Turismo rural,Turismo rural,3585,3525,60,6086,6026,60,12.13,1.7,SA,1.71,0.10
2003,Octubre,Otoño,3,Mensual,2003-10,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2005,Mayo,,Otro,Mensual,2005-05,Burgos,Hoteles,,,,,,,,,,,,
2005,Mayo,,Otro,Mensual,2005-05,Salamanca,Hoteles,,,,,,,,,,,,
2005,Mayo,,Otro,Mensual,2005-05,Segovia,Hoteles,,,,,,,,,,,,
2005,Mayo,,Otro,Mensual,2005-05,Valladolid,Hoteles,,,,,,,,,,,,
2005,Mayo,,Otro,Mensual,2005-05,Burgos,Hoteles,,,,,,,,,,,,
2005,Mayo,,Otro,Mensual,2005-05,Palencia,Hoteles,,,,,,,,,,,,
2003,Octubre,Otoño,3,Mensual,2003-10,Segovia,Todos alojamientos,Todos,51275,43239,8036,83315,72667,10648,46.15,1.62,SE,1.68,9.04
2003,Octubre,Otoño,3,Mensual,2003-10,Segovia,Turismo rural,Turismo rural,4563,4462,101,8188,7984,204,24.99,1.79,SE,1.79,0.08
2003,Octubre,Otoño,3,Mensual,2003-10,Soria,Camping,Camping,94,71,23,173,145,28,1.55,1.84,SO,2.04,6.30
2003,Octubre,Otoño,3,Mensual,2003-10,Soria,Todos alojamientos,Todos,27368,25887,1481,48873,47139,1734,31.96,1.79,SO,1.82,31.83
2003,Octubre,Otoño,3,Mensual,2003-10,Soria,Turismo rural,Turismo rural,3448,3444,4,6647,6643,4,23.41,1.93,SO,1.93,1.66
2003,Octubre,Otoño,3,Mensual,2003-10,Valladolid,Camping,Camping,1984,275,1709,2653,603,2050,12.81,1.34,VA,2.19,352.84
2005,Junio,,Otro,Mensual,2005-06,Burgos,Hoteles,,,,,,,,,,,,
2005,Junio,,Otro,Mensual,2005-06,Palencia,Hoteles,,,,,,,,,,,,
2005,Junio,,Otro,Mensual,2005-06,Segovia,Hoteles,,,,,,,,,,,,
2005,Junio,,Otro,Mensual,2005-06,Soria,Hoteles,,,,,,,,,,,,
2003,Octubre,Otoño,3,Mensual,2003-10,Valladolid,Todos alojamientos,Todos,65321,54554,10767,100796,85401,15395,41.45,1.54,VA,1.57,7.93
2003,Octubre,Otoño,3,Mensual,2003-10,Valladolid,Turismo rural,Turismo rural,892,838,54,1641,1489,152,11.63,1.84,VA,0.00,0.03
2003,Octubre,Otoño,3,Mensual,2003-10,Zamora,Camping,Camping,114,114,0,204,204,0,0.31,1.79,ZA,1.79,
2003,Octubre,Otoño,3,Mensual,2003-10,Zamora,Todos alojamientos,Todos,26727,23438,3289,41226,36624,4602,19.32,1.54,ZA,1.56,11.14
2003,Octubre,Otoño,3,Mensual,2003-10,Zamora,Turismo rural,Turismo rural,2129,2126,3,3445,3439,6,13.12,1.62,ZA,1.62,1.15
2003,Noviembre,Otoño,3,Mensual,2003-11,Ávila,Camping,Camping,1990,1990,0,3773,3773,0,4.67,1.9,AV,1.90,
2003,Noviembre,Otoño,3,Mensual,2003-11,Ávila,Todos alojamientos,Todos,35109,32094,3015,57612,53918,3694,20.17,1.64,AV,1.68,17.88
2003,Noviembre,Otoño,3,Mensual,2003-11,Ávila,Turismo rural,Turismo rural,8400,8373,27,15624,15574,50,22.3,1.86,AV,1.86,0.58
2003,Noviembre,Otoño,3,Mensual,2003-11,Burgos,Camping,Camping,2068,1879,189,3057,2844,213,2.88,1.48,BU,1.51,0.02
2005,Julio,,Otro,Mensual,2005-07,León,Hoteles,,,,,,,,,,,,
2005,Julio,,Otro,Mensual,2005-07,Segovia,Hoteles,,,,,,,,,,,,
2005,Julio,,Otro,Mensual,2005-07,Salamanca,Hoteles,,,,,,,,,,,,
2005,Julio,,Otro,Mensual,2005-07,Segovia,Hoteles,,,,,,,,,,,,
2005,Julio,,Otro,Mensual,2005-07,Valladolid,Hoteles,,,,,,,,,,,,
2003,Noviembre,Otoño,3,Mensual,2003-11,Burgos,Todos alojamientos,Todos,61558,51793,9765,88248,76485,11763,21.31,1.43,BU,1.48,7.83
2003,Noviembre,Otoño,3,Mensual,2003-11,Burgos,Turismo rural,Turismo rural,6271,6207,64,10513,10444,69,20.59,1.68,BU,1.68,0.16
2003,Noviembre,Otoño,3,Mensual,2003-11,León,Camping,Camping,296,296,0,329,329,0,0.74,1.11,LE,1.11,
2000,Diciembre,,Otro,Mensual,2000-12,Zamora,Hoteles,,,,,,,,,,,,
2003,Noviembre,Otoño,3,Mensual,2003-11,León,Todos alojamientos,Todos,54662,50917,3745,84433,79405,5028,20.28,1.54,LE,1.56,21.20
2003,Noviembre,Otoño,3,Mensual,2003-11,León,Turismo rural,Turismo rural,5525,5525,0,10295,10295,0,15.44,1.86,LE,1.86,
2003,Noviembre,Otoño,3,Mensual,2003-11,Palencia,Camping,Camping,60,60,0,359,359,0,0.83,5.98,PA,5.98,
2003,Noviembre,Otoño,3,Mensual,2003-11,Palencia,Todos alojamientos,Todos,21217,19521,1696,39469,36793,2676,21.33,1.86,PA,1.88,21.69
2003,Noviembre,Otoño,3,Mensual,2003-11,Palencia,Turismo rural,Turismo rural,3332,3290,42,6118,6014,104,15.98,1.84,PA,1.83,0.14
2003,Noviembre,Otoño,3,Mensual,2003-11,Salamanca,Camping,Camping,121,65,56,412,349,63,0.65,3.4,SA,5.37,6.23
2003,Noviembre,Otoño,3,Mensual,2003-11,Salamanca,Todos alojamientos,Todos,74768,61695,13073,114810,96743,18067,26.88,1.54,SA,1.57,7.40
2001,Enero,,Otro,Mensual,2001-01,Burgos,Hoteles,,,,,,,,,,,,
2001,Enero,,Otro,Mensual,2001-01,Valladolid,Hoteles,,,,,,,,,,,,
2001,Enero,,Otro,Mensual,2001-01,Soria,Hoteles,,,,,,,,,,,,
2001,Enero,,Otro,Mensual,2001-01,Valladolid,Hoteles,,,,,,,,,,,,
2003,Noviembre,Otoño,3,Mensual,2003-11,Salamanca,Turismo rural,Turismo rural,2933,2917,16,5409,5393,16,10.71,1.84,SA,1.85,0.34
2003,Noviembre,Otoño,3,Mensual,2003-11,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2003,Noviembre,Otoño,3,Mensual,2003-11,Segovia,Todos alojamientos,Todos,51328,42715,8613,70149,60315,9834,40.2,1.37,SE,1.41,7.00
2003,Noviembre,Otoño,3,Mensual,2003-11,Segovia,Turismo rural,Turismo rural,5635,5580,55,8595,8518,77,26.55,1.53,SE,1.53,0.15
2003,Noviembre,Otoño,3,Mensual,2003-11,Soria,Camping,Camping,20,20,0,46,46,0,0.48,2.3,SO,2.30,
2003,Noviembre,Otoño,3,Mensual,2003-11,Soria,Todos alojamientos,Todos,20934,19792,1142,34901,32978,1923,23.76,1.67,SO,1.67,28.88
2003,Noviembre,Otoño,3,Mensual,2003-11,Soria,Turismo rural,Turismo rural,3932,3881,51,6411,6356,55,23.15,1.63,SO,1.64,0.12
2003,Noviembre,Otoño,3,Mensual,2003-11,Valladolid,Camping,Camping,1070,617,453,1777,1234,543,13.16,1.66,VA,0.00,0.00
2003,Noviembre,Otoño,3,Mensual,2003-11,Valladolid,Todos alojamientos,Todos,55901,46654,9247,88214,73403,14811,38.48,1.58,VA,1.57,7.94
2001,Febrero,,Otro,Mensual,2001-02,Ávila,Hoteles,,,,,,,,,,,,
2001,Febrero,,Otro,Mensual,2001-02,Segovia,Hoteles,,,,,,,,,,,,
2001,Febrero,,Otro,Mensual,2001-02,Soria,Hoteles,,,,,,,,,,,,
2001,Febrero,,Otro,Mensual,2001-02,Zamora,Hoteles,,,,,,,,,,,,
2001,Febrero,,Otro,Mensual,2001-02,Ávila,Hoteles,,,,,,,,,,,,
2001,Febrero,,Otro,Mensual,2001-02,Segovia,Hoteles,,,,,,,,,,,,
2003,Noviembre,Otoño,3,Mensual,2003-11,Valladolid,Turismo rural,Turismo rural,1209,1164,45,2328,2282,46,16.55,1.93,VA,1.96,0.05
2003,Noviembre,Otoño,3,Mensual,2003-11,Zamora,Camping,Camping,0,0,0,0,0,0,0,0,ZA,,
2003,Noviembre,Otoño,3,Mensual,2003-11,Zamora,Todos alojamientos,Todos,20504,19029,1475,31284,29326,1958,15.12,1.53,ZA,1.54,19.88
2003,Noviembre,Otoño,3,Mensual,2003-11,Zamora,Turismo rural,Turismo rural,1671,1649,22,3640,3599,41,14.03,2.18,ZA,2.18,0.16
2003,Diciembre,Invierno,4,Mensual,2003-12,Ávila,Camping,Camping,2349,2343,6,4690,4684,6,6.66,2,AV,2.00,0.78
2003,Diciembre,Invierno,4,Mensual,2003-12,Ávila,Todos alojamientos,Todos,36218,33253,2965,57318,53811,3507,20.19,1.58,AV,1.62,18.15
2003,Diciembre,Invierno,4,Mensual,2003-12,Ávila,Turismo rural,Turismo rural,6423,6423,0,14637,14637,0,19.72,2.28,AV,2.28,
2003,Diciembre,Invierno,4,Mensual,2003-12,Burgos,Camping,Camping,1613,1245,368,2920,2472,448,4.22,1.81,BU,1.99,0.01
2003,Diciembre,Invierno,4,Mensual,2003-12,Burgos,Todos alojamientos,Todos,52555,42551,10004,78309,66512,11797,20.22,1.49,BU,1.56,6.65
2001,Marzo,,Otro,Mensual,2001-03,Ávila,Hoteles,,,,,,,,,,,,
2001,Marzo,,Otro,Mensual,2001-03,León,Hoteles,,,,,,,,,,,,
2001,Marzo,,Otro,Mensual,2001-03,León,Hoteles,,,,,,,,,,,,
2001,Marzo,,Otro,Mensual,2001-03,Soria,Hoteles,,,,,,,,,,,,
2001,Marzo,,Otro,Mensual,2001-03,Valladolid,Hoteles,,,,,,,,,,,,
2001,Marzo,,Otro,Mensual,2001-03,Zamora,Hoteles,,,,,,,,,,,,
2003,Diciembre,Invierno,4,Mensual,2003-12,Burgos,Turismo rural,Turismo rural,4027,4005,22,9244,9201,43,17.52,2.3,BU,2.30,0.42
2003,Diciembre,Invierno,4,Mensual,2003-12,León,Camping,Camping,247,247,0,398,398,0,0.83,1.61,LE,1.61,
2003,Diciembre,Invierno,4,Mensual,2003-12,León,Todos alojamientos,Todos,52749,48172,4577,80643,73001,7642,18.61,1.53,LE,1.52,15.95
2003,Diciembre,Invierno,4,Mensual,2003-12,León,Turismo rural,Turismo rural,4706,4628,78,10926,10124,802,15.62,2.32,LE,2.19,0.13
2003,Diciembre,Invierno,4,Mensual,2003-12,Palencia,Camping,Camping,0,0,0,0,0,0,0,0,PA,,
2003,Diciembre,Invierno,4,Mensual,2003-12,Palencia,Todos alojamientos,Todos,18877,17841,1036,37048,34307,2741,20.46,1.96,PA,1.92,33.11
2003,Diciembre,Invierno,4,Mensual,2003-12,Palencia,Turismo rural,Turismo rural,2768,2676,92,6812,6710,102,17.05,2.46,PA,2.51,0.07
2003,Diciembre,Invierno,4,Mensual,2003-12,Salamanca,Camping,Camping,108,32,76,118,32,86,0.35,1.09,SA,1.00,0.42
2001,Abril,,Otro,Mensual,2001-04,Segovia,Hoteles,,,,,,,,,,,,
2001,Abril,,Otro,Mensual,2001-04,Ávila,Hoteles,,,,,,,,,,,,
2001,Abril,,Otro,Mensual,2001-04,Segovia,Hoteles,,,,,,,,,,,,
2003,Diciembre,Invierno,4,Mensual,2003-12,Salamanca,Todos alojamientos,Todos,58908,48230,10678,92473,77102,15371,22.18,1.57,SA,1.60,7.22
2003,Diciembre,Invierno,4,Mensual,2003-12,Salamanca,Turismo rural,Turismo rural,3031,2979,52,7006,6886,120,13.33,2.31,SA,2.31,0.13
2003,Diciembre,Invierno,4,Mensual,2003-12,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2003,Diciembre,Invierno,4,Mensual,2003-12,Segovia,Todos alojamientos,Todos,38108,32862,5246,54757,48502,6255,30.23,1.44,SE,1.48,9.25
2003,Diciembre,Invierno,4,Mensual,2003-12,Segovia,Turismo rural,Turismo rural,3880,3869,11,8058,8047,11,24.09,2.08,SE,2.08,0.73
2003,Diciembre,Invierno,4,Mensual,2003-12,Soria,Camping,Camping,42,38,4,66,62,4,0.59,1.57,SO,1.63,15.50
2003,Diciembre,Invierno,4,Mensual,2003-12,Soria,Todos alojamientos,Todos,17272,16289,983,32942,31830,1112,21.04,1.91,SO,1.95,0.03
2001,Mayo,,Otro,Mensual,2001-05,Zamora,Hoteles,,,,,,,,,,,,
2001,Mayo,,Otro,Mensual,2001-05,Ávila,Hoteles,,,,,,,,,,,,
2001,Mayo,,Otro,Mensual,2001-05,Salamanca,Hoteles,,,,,,,,,,,,
2001,Mayo,,Otro,Mensual,2001-05,Segovia,Hoteles,,,,,,,,,,,,
2003,Diciembre,Invierno,4,Mensual,2003-12,Soria,Turismo rural,Turismo rural,2472,2472,0,5930,5930,0,19.86,2.4,SO,2.40,
2003,Diciembre,Invierno,4,Mensual,2003-12,Valladolid,Camping,Camping,592,296,296,888,592,296,4.29,1.5,VA,2.00,2.00
2003,Diciembre,Invierno,4,Mensual,2003-12,Valladolid,Todos alojamientos,Todos,43484,36874,6610,68169,58852,9317,27.98,1.57,VA,1.60,8.90
2003,Diciembre,Invierno,4,Mensual,2003-12,Valladolid,Turismo rural,Turismo rural,1080,1066,14,2317,2303,14,15.94,2.15,VA,2.16,0.16
2003,Diciembre,Invierno,4,Mensual,2003-12,Zamora,Camping,Camping,0,0,0,0,0,0,0,0,ZA,,
2003,Diciembre,Invierno,4,Mensual,2003-12,Zamora,Todos alojamientos,Todos,17935,16698,1237,27302,25311,1991,17.28,1.52,ZA,1.52,20.46
2003,Diciembre,Invierno,4,Mensual,2003-12,Zamora,Turismo rural,Turismo rural,1195,1131,64,3298,2875,423,12.3,2.76,ZA,2.54,0.04
2004,Enero,Invierno,4,Mensual,2004-01,Ávila,Camping,Camping,857,855,2,944,942,2,1.52,1.1,AV,1.10,471.00
2004,Enero,Invierno,4,Mensual,2004-01,Ávila,Todos alojamientos,Todos,27160,25147,2013,40798,38522,2276,14.75,1.5,AV,1.53,19.14
2004,Enero,Invierno,4,Mensual,2004-01,Ávila,Turismo rural,Turismo rural,5439,5439,0,9294,9294,0,12.33,1.71,AV,1.71,
2004,Enero,Invierno,4,Mensual,2004-01,Burgos,Camping,Camping,1714,884,830,1809,884,925,2.36,1.06,BU,1.00,1.07
2004,Enero,Invierno,4,Mensual,2004-01,Burgos,Todos alojamientos,Todos,41379,31862,9517,54195,43608,10587,13.72,1.31,BU,1.37,4.58
2001,Junio,,Otro,Mensual,2001-06,León,Hoteles,,,,,,,,,,,,
2001,Junio,,Otro,Mensual,2001-06,Segovia,Hoteles,,,,,,,,,,,,
2001,Junio,,Otro,Mensual,2001-06,Valladolid,Hoteles,,,,,,,,,,,,
2001,Junio,,Otro,Mensual,2001-06,Burgos,Hoteles,,,,,,,,,,,,
2001,Junio,,Otro,Mensual,2001-06,León,Hoteles,,,,,,,,,,,,
2001,Junio,,Otro,Mensual,2001-06,Palencia,Hoteles,,,,,,,,,,,,
2001,Junio,,Otro,Mensual,2001-06,Segovia,Hoteles,,,,,,,,,,,,
2001,Junio,,Otro,Mensual,2001-06,Soria,Hoteles,,,,,,,,,,,,
2004,Enero,Invierno,4,Mensual,2004-01,Burgos,Turismo rural,Turismo rural,1665,1665,0,3036,3036,0,5.69,1.82,BU,1.82,
2004,Enero,Invierno,4,Mensual,2004-01,León,Camping,Camping,458,458,0,644,644,0,1.25,1.41,LE,1.41,
2004,Enero,Invierno,4,Mensual,2004-01,León,Todos alojamientos,Todos,43137,37214,5923,60287,53326,6961,13.77,1.4,LE,1.43,9.00
2004,Enero,Invierno,4,Mensual,2004-01,León,Turismo rural,Turismo rural,2624,2516,108,6092,5951,141,8.56,2.32,LE,2.37,0.06
2004,Enero,Invierno,4,Mensual,2004-01,Palencia,Camping,Camping,0,0,0,0,0,0,0,0,PA,,
2004,Enero,Invierno,4,Mensual,2004-01,Palencia,Todos alojamientos,Todos,16503,15506,997,31974,30303,1671,16.01,1.94,PA,1.95,0.03
2004,Enero,Invierno,4,Mensual,2004-01,Palencia,Turismo rural,Turismo rural,2260,2245,15,4857,4831,26,12.15,2.15,PA,2.15,0.32
2004,Enero,Invierno,4,Mensual,2004-01,Salamanca,Camping,Camping,273,35,238,289,35,254,0.51,1.06,SA,1.00,0.15
2004,Enero,Invierno,4,Mensual,2004-01,Salamanca,Todos alojamientos,Todos,48040,37710,10330,81600,62967,18633,18.52,1.7,SA,1.67,6.10
2004,Enero,Invierno,4,Mensual,2004-01,Salamanca,Turismo rural,Turismo rural,1721,1693,28,3570,3542,28,6.7,2.07,SA,2.09,0.13
2004,Enero,Invierno,4,Mensual,2004-01,Segovia,Camping,Camping,0,0,0,0,0,0,0,0,SE,,
2001,Julio,,Otro,Mensual,2001-07,Ávila,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Segovia,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Soria,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Valladolid,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Ávila,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Burgos,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Palencia,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Salamanca,Hoteles,,,,,,,,,,,,
2001,Julio,,Otro,Mensual,2001-07,Soria,Hoteles,,,,,,,,,,,,
2004,Enero,Invierno,4,Mensual,2004-01,Segovia,Todos alojamientos,Todos,26211,23698,2513,35945,32792,3153,19.7,1.37,SE,1.38,13.05
2004,Enero,Invierno,4,Mensual,2004-01,Segovia,Turismo rural,Turismo rural,2438,2388,50,3808,3739,69,11.17,1.56,SE,1.57,0.07
2004,Enero,Invierno,4,Mensual,2004-01,Soria,Camping,Camping,29,27,2,39,37,2,0.35,1.34,SO,1.37,18.50
2004,Enero,Invierno,4,Mensual,2004-01,Soria,Todos alojamientos,Todos,10606,10122,484,20980,20314,666,13.41,1.98,SO,2.01,0.04
2004,Enero,Invierno,4,Mensual,2004-01,Soria,Turismo rural,Turismo rural,1550,1536,14,2407,2383,24,7.84,1.55,SO,1.55,0.17
2004,Enero,Invierno,4,Mensual,2004-01,Valladolid,Camping,Camping,681,216,465,2027,633,1394,9.79,2.98,VA,2.93,1.36
2004,Enero,Invierno,4,Mensual,2004-01,Valladolid,Todos alojamientos,Todos,39466,33682,5784,64507,53746,10761,26.26,1.63,VA,1.60,9.29
2004,Enero,Invierno,4,Mensual,2004-01,Valladolid,Turismo rural,Turismo rural,552,518,34,914,858,56,6.29,1.66,VA,1.66,25.24
2004,Enero,Invierno,4,Mensual,2004-01,Zamora,Camping,Camping,0,0,0,0,0,0,0,0,ZA,,
2004,Enero,Invierno,4,Mensual,2004-01,Zamora,Todos alojamientos,Todos,12202,11385,817,18023,16976,1047,11.95,1.48,ZA,1.49,0.02
2004,Enero,Invierno,4,Mensual,2004-01,Zamora,Turismo rural,Turismo rural,1450,1433,17,2314,2280,34,8.63,1.6,ZA,1.59,0.13
2001,Agosto,,Otro,Mensual,2001-08,Ávila,Hoteles,,,,,,,,,,,,
2001,Agosto,,Otro,Mensual,2001-08,Burgos,Hoteles,,,,,,,,,,,,
2001,Agosto,,Otro,Mensual,2001-08,Soria,Hoteles,,,,,,,,,,,,
2001,Agosto,,Otro,Mensual,2001-08,Valladolid,Hoteles,,,,,,,,,,,,
2001,Agosto,,Otro,Mensual,2001-08,Zamora,Hoteles,,,,,,,,,,,,
2004,Febrero,Invierno,4,Mensual,2004-02,Ávila,Camping,Camping,785,777,8,1408,1400,8,2.04,1.79,AV,0.00,0.18
2004,Febrero,Invierno,4,Mensual,2004-02,Ávila,Todos alojamientos,Todos,31285,29049,2236,46610,43724,2886,17.09,1.49,AV,1.51,19.55
2004,Febrero,Invierno,4,Mensual,2004-02,Ávila,Turismo rural,Turismo rural,5163,5163,0,9841,9608,233,13.42,1.91,AV,1.86,
2004,Febrero,Invierno,4,Mensual,2004-02,Burgos,Camping,Camping,2032,951,1081,2932,1851,1081,2.58,1.44,BU,0.00,1.71
2004,Febrero,Invierno,4,Mensual,2004-02,Burgos,Todos alojamientos,Todos,49075,36777,12298,69176,54872,14304,16.83,1.41,BU,1.49,4.46
2004,Febrero,Invierno,4,Mensual,2004-02,Burgos,Turismo rural,Turismo rural,2711,2671,40,4552,4507,45,9.12,1.68,BU,1.69,0.11
2004,Febrero,Invierno,4,Mensual,2004-02,León,Camping,Camping,495,495,0,726,726,0,2.44,1.47,LE,1.47,
2001,Septiembre,,Otro,Mensual,2001-09,Palencia,Hoteles,,,,,,,,,,,,
2001,Septiembre,,Otro,Mensual,2001-09,Palencia,Hoteles,,,,,,,,,,,,
2001,Septiembre,,Otro,Mensual,2001-09,Soria,Hoteles,,,,,,,,,,,,
2001,Septiembre,,Otro,Mensual,2001-09,Valladolid,Hoteles,,,,,,,,,,,,
2004,Febrero,Invierno,4,Mensual,2004-02,León,Todos alojamientos,Todos,52051,48855,3196,76113,71902,4211,19.27,1.46,LE,1.47,22.50
2004,Febrero,Invierno,4,Mensual,2004-02,León,Turismo rural,Turismo rural,4818,4719,99,9041,8744,297,13.45,1.88,LE,1.85,0.09
2004,Febrero,Invierno,4,Mensual,2004-02,Palencia,Camping,Camping,2,2,0,2,2,0,0.01,1,PA,1.00,
2004,Febrero,Invierno,4,Mensual,2004-02,Palencia,Todos alojamientos,Todos,16110,14913,1197,29017,26926,2091,17.21,1.8,PA,1.81,22.49
2004,Febrero,Invierno,4,Mensual,2004-02,Palencia,Turismo rural,Turismo rural,2247,2221,26,4172,4145,27,11.04,1.86,PA,1.87,0.16
2004,Febrero,Invierno,4,Mensual,2004-02,Salamanca,Camping,Camping,176,42,134,193,51,142,0.31,1.1,SA,1.21,0.38
2001,Octubre,,Otro,Mensual,2001-10,León,Hoteles,,,,,,,,,,,,
